"","wave","tax.compliance","tax.compliance.1","compliance.binary","trust.president","trust.parl","education","female","urban","LPI","age","demo.satisfaction","compulsory.tax","tax.evasion","employed","corrupt.officials","serv.index","COUNTRY"
"21","wave5",1,0.25,0,3,1,5,0,1,0.25,52,0.75,0.75,0.67,1,0.33,1,"Algeria"
"22","wave5",4,1,1,2,1,7,1,1,0,21,0.5,0.75,0.67,0,0.67,1,"Algeria"
"23","wave5",2,0.5,0,3,1,4,0,1,0.5,36,0.75,0.75,0.33,0,0.67,1,"Algeria"
"24","wave5",3,0.75,0,3,1,4,1,1,0.5,30,1,0.25,0.33,0,0.67,1,"Algeria"
"25","wave5",4,1,1,3,2,7,0,1,0.25,61,0.75,0.5,1,0,0.67,1,"Algeria"
"26","wave5",4,1,1,3,1,4,1,1,0.25,25,0.75,0.5,0.67,1,0.67,1,"Algeria"
"27","wave5",1,0.25,0,3,1,2,0,1,0.75,42,0.75,0.75,0.33,0,0.33,1,"Algeria"
"28","wave5",3,0.75,0,3,1,8,1,1,0.75,39,1,0.5,0.33,1,0.33,1,"Algeria"
"29","wave5",4,1,1,3,2,5,0,1,0.25,41,0.75,0.75,0.33,1,0.33,1,"Algeria"
"30","wave5",4,1,1,2,1,2,1,1,0.5,61,0.5,NA,0.33,0,0.33,1,"Algeria"
"31","wave5",4,1,1,3,1,2,0,0,0,47,0.75,0.75,0.33,1,0.33,NA,"Algeria"
"32","wave5",4,1,1,3,0,0,1,0,0,64,0.75,0.5,0.33,0,0.33,NA,"Algeria"
"33","wave5",4,1,1,3,1,2,0,0,0,53,0.75,0.75,0.33,1,0.67,NA,"Algeria"
"34","wave5",4,1,1,3,0,5,1,0,0,22,0.75,0.5,0.33,0,0.67,NA,"Algeria"
"35","wave5",4,1,1,NA,NA,3,0,0,0,30,0.75,0.75,0,0,0.33,NA,"Algeria"
"36","wave5",4,1,1,3,NA,3,1,0,0,37,0.75,0.75,0.67,0,0.67,NA,"Algeria"
"37","wave5",4,1,1,3,1,2,0,0,0.5,31,0.75,0.75,0.67,1,0.67,NA,"Algeria"
"38","wave5",4,1,1,3,NA,3,1,0,0,66,0.75,0.75,0.67,0,0.33,NA,"Algeria"
"39","wave5",4,1,1,3,0,2,0,0,0,58,0.75,0.75,0.67,0,0.33,NA,"Algeria"
"40","wave5",4,1,1,3,1,2,1,0,0,59,0.5,0.75,0.67,0,0.33,NA,"Algeria"
"41","wave5",4,1,1,2,1,3,0,0,0,24,0.5,0.75,0.67,0,0.33,NA,"Algeria"
"42","wave5",4,1,1,2,2,5,1,0,0.5,59,0.25,0.75,0.33,1,0.67,NA,"Algeria"
"43","wave5",4,1,1,2,1,3,0,0,1.25,26,NA,0.5,0.67,0,0.67,NA,"Algeria"
"44","wave5",4,1,1,3,2,3,1,0,0.5,43,0.25,0.75,0,0,0.67,NA,"Algeria"
"45","wave5",2,0.5,0,3,1,0,0,0,0.5,81,0.5,0.75,0.33,0,0.33,NA,"Algeria"
"46","wave5",4,1,1,2,1,2,1,0,0.75,34,0.25,0.75,0.33,0,0.67,NA,"Algeria"
"47","wave5",4,1,1,3,2,8,0,0,0.25,37,0.25,0.5,0.33,0,0.33,NA,"Algeria"
"48","wave5",4,1,1,1,0,4,1,0,1.25,25,0.25,0.75,0.67,0,0.33,NA,"Algeria"
"49","wave5",1,0.25,0,0,0,6,0,0,1.25,29,0.25,0.75,0.33,1,0.67,NA,"Algeria"
"50","wave5",4,1,1,3,NA,4,1,0,0,18,0.75,NA,0.67,0,1,NA,"Algeria"
"51","wave5",4,1,1,3,2,6,0,1,2,23,0.75,0.75,0,1,0.33,1,"Algeria"
"52","wave5",4,1,1,3,1,5,1,1,1.5,29,0.75,0.75,0,0,0.33,1,"Algeria"
"53","wave5",4,1,1,3,1,2,0,1,0.5,54,0.5,0.75,0,1,0.67,1,"Algeria"
"54","wave5",4,1,1,3,1,8,1,1,0,24,0.75,1,0,1,0.33,1,"Algeria"
"55","wave5",4,1,1,3,2,3,0,1,1.25,35,0.75,0.75,0,0,0.33,1,"Algeria"
"56","wave5",4,1,1,3,2,4,1,1,0.75,24,0.75,0.75,0,1,0.33,1,"Algeria"
"57","wave5",4,1,1,3,2,5,0,1,0,34,0.75,0.75,0,1,0.67,1,"Algeria"
"58","wave5",4,1,1,3,1,3,1,1,0,54,0.75,0.75,0,0,0.33,1,"Algeria"
"59","wave5",4,1,1,2,2,5,0,1,0.25,24,0.5,0.75,0,1,0.67,1,"Algeria"
"60","wave5",4,1,1,2,2,2,1,1,0,53,0.5,0.75,0,0,0.33,1,"Algeria"
"61","wave5",3,0.75,0,3,0,4,1,1,1,55,0.75,0.75,0.33,1,0.67,1,"Algeria"
"62","wave5",4,1,1,3,2,8,0,1,0.5,30,0.75,1,0.33,0,0.33,1,"Algeria"
"63","wave5",4,1,1,3,2,4,1,1,1.25,27,0.75,0.75,0.67,0,0.33,1,"Algeria"
"64","wave5",4,1,1,2,NA,4,0,1,0.75,42,0.75,0.75,0,1,0.67,1,"Algeria"
"65","wave5",4,1,1,3,0,3,1,1,0.75,25,0.75,0.5,NA,0,0.67,1,"Algeria"
"66","wave5",0,0,0,2,0,8,0,1,1,22,0.75,0.25,0.67,1,0.33,1,"Algeria"
"67","wave5",3,0.75,0,3,2,3,1,1,1,64,0.75,0.75,0,0,0.33,1,"Algeria"
"68","wave5",4,1,1,2,2,3,0,1,0.75,23,0.75,0.25,0,0,0.67,1,"Algeria"
"69","wave5",4,1,1,3,2,5,1,1,0.25,45,0.75,0.75,0.33,1,0.33,1,"Algeria"
"70","wave5",4,1,1,3,3,3,0,0,1,48,0.75,1,0.33,0,NA,0.7,"Algeria"
"71","wave5",4,1,1,3,1,2,1,0,0,20,0.75,NA,NA,0,1,0.7,"Algeria"
"72","wave5",4,1,1,3,0,2,0,0,0,40,0.75,0.75,0.33,0,0.33,0.7,"Algeria"
"73","wave5",4,1,1,2,0,0,1,0,0,66,0.5,NA,NA,0,NA,0.7,"Algeria"
"74","wave5",1,0.25,0,3,1,0,0,0,0.25,70,0.5,0.25,0.67,0,0.33,0.7,"Algeria"
"75","wave5",4,1,1,3,1,0,1,0,1.5,44,0.25,1,0.67,0,0.33,0.7,"Algeria"
"76","wave5",NA,NA,NA,2,1,0,0,0,0.5,64,0.75,0.25,0.67,0,0.67,0.7,"Algeria"
"77","wave5",NA,NA,NA,1,0,0,1,0,1.25,49,0.5,0.5,NA,0,0.33,0.7,"Algeria"
"78","wave5",3,0.75,0,3,1,2,0,0,0.25,30,0.75,0.5,0.67,0,0.67,0.7,"Algeria"
"79","wave5",4,1,1,2,2,3,1,0,0,40,NA,0.75,NA,0,0.67,0.7,"Algeria"
"80","wave5",4,1,1,2,0,7,0,1,0.25,24,0.75,0.75,0.67,1,0.67,0.7,"Algeria"
"81","wave5",4,1,1,3,NA,8,1,1,0,22,0.75,0.75,0.33,0,0.33,0.7,"Algeria"
"82","wave5",4,1,1,3,2,1,0,1,0,66,0.75,1,NA,0,0.33,0.7,"Algeria"
"83","wave5",4,1,1,0,0,3,1,1,2.75,51,0.5,0.75,0.67,0,0.67,0.7,"Algeria"
"84","wave5",4,1,1,3,NA,5,0,1,0,28,0.5,NA,NA,0,NA,0.7,"Algeria"
"85","wave5",4,1,1,2,0,6,1,1,0,39,0.75,0.5,0.67,0,0.67,0.7,"Algeria"
"86","wave5",4,1,1,1,0,4,0,1,2.75,18,0.5,NA,0.67,0,0.33,0.7,"Algeria"
"87","wave5",4,1,1,1,0,0,1,1,2.25,62,0.25,0.25,0.67,0,0.67,0.7,"Algeria"
"88","wave5",2,0.5,0,1,0,3,0,1,1.5,41,0.5,0.25,0.67,1,0.67,0.7,"Algeria"
"89","wave5",4,1,1,2,0,4,1,1,1.75,18,0.25,0.25,0.67,0,0.67,0.7,"Algeria"
"90","wave5",4,1,1,3,2,2,0,1,0,42,0.75,0,0.33,1,1,0.9,"Algeria"
"91","wave5",4,1,1,3,2,4,1,1,0,20,1,0.5,0,0,1,0.9,"Algeria"
"92","wave5",3,0.75,0,3,0,2,0,1,0,31,0.75,0,0.67,0,0.67,0.9,"Algeria"
"93","wave5",4,1,1,3,2,4,1,1,0,22,0.75,0.5,0.67,0,1,0.9,"Algeria"
"94","wave5",4,1,1,3,1,2,0,1,0,24,0.75,0.25,0.67,0,1,0.9,"Algeria"
"95","wave5",4,1,1,3,1,2,1,1,0,33,1,0.25,0.67,1,1,0.9,"Algeria"
"96","wave5",3,0.75,0,3,0,2,0,1,0,36,0.25,0,0.67,1,1,0.9,"Algeria"
"97","wave5",4,1,1,3,2,2,1,1,0,28,0.75,NA,NA,0,1,0.9,"Algeria"
"98","wave5",3,0.75,0,3,0,2,0,1,0.5,49,0.25,0,0.67,1,1,0.9,"Algeria"
"99","wave5",4,1,1,3,2,4,1,1,0,22,1,NA,0,0,1,0.9,"Algeria"
"100","wave5",4,1,1,3,2,0,0,0,0,71,0.75,0.75,0.33,0,0.33,0.9,"Algeria"
"101","wave5",4,1,1,3,NA,2,1,0,0.5,51,NA,0.75,0.33,0,NA,0.9,"Algeria"
"102","wave5",4,1,1,3,NA,0,0,0,0,54,0.75,1,0.33,1,0.33,0.9,"Algeria"
"103","wave5",4,1,1,2,2,4,1,0,0.75,26,0.75,0.75,0.33,0,0,0.9,"Algeria"
"104","wave5",4,1,1,2,1,4,0,0,1,18,0.75,0.5,0.33,0,0.33,0.9,"Algeria"
"105","wave5",4,1,1,3,1,2,1,0,0,38,0.75,0.5,0.33,0,0.33,0.9,"Algeria"
"106","wave5",3,0.75,0,3,2,5,0,0,0.5,21,0.5,0.75,0.33,1,0.33,0.9,"Algeria"
"107","wave5",4,1,1,2,2,1,1,0,1,44,0.75,1,0.33,0,0.33,0.9,"Algeria"
"108","wave5",4,1,1,3,2,2,0,0,0,39,0.5,1,0.33,1,0.33,0.9,"Algeria"
"109","wave5",4,1,1,2,NA,3,1,0,1,23,0.5,0.75,0.33,0,NA,0.9,"Algeria"
"110","wave5",4,1,1,3,1,8,0,0,0,27,0.75,0.75,0.33,0,0.33,0.9,"Algeria"
"111","wave5",4,1,1,2,2,2,1,0,0,27,0.75,0.75,0,0,0,0.9,"Algeria"
"112","wave5",3,0.75,0,2,2,4,0,0,1,26,0.75,0.5,0,0,0,0.9,"Algeria"
"113","wave5",4,1,1,2,2,0,1,0,0.5,56,0.75,1,0,0,0,0.9,"Algeria"
"114","wave5",4,1,1,3,2,1,0,0,0,64,1,0.75,0.33,0,0.33,0.9,"Algeria"
"115","wave5",4,1,1,2,2,2,1,0,0,44,0.75,0.75,0,1,0,0.9,"Algeria"
"116","wave5",NA,NA,NA,3,2,3,0,0,0,63,0.75,0.75,0,0,0,0.9,"Algeria"
"117","wave5",4,1,1,3,NA,2,1,0,0,57,0.75,0.75,0,0,0.33,0.9,"Algeria"
"118","wave5",NA,NA,NA,2,2,2,0,0,1,31,0.75,0.5,0.33,1,0.67,0.9,"Algeria"
"119","wave5",4,1,1,2,2,2,1,0,1.25,37,0.75,0.75,0.33,0,0,0.9,"Algeria"
"120","wave5",4,1,1,2,1,6,0,1,0.25,50,0.25,0.75,1,1,0.33,0.6,"Algeria"
"121","wave5",4,1,1,3,1,3,1,1,0.5,58,0.75,0.25,0.67,1,0.33,0.6,"Algeria"
"122","wave5",4,1,1,3,0,2,0,1,0,29,0.75,NA,NA,1,1,0.6,"Algeria"
"123","wave5",4,1,1,3,2,2,1,1,0,28,0.75,0.25,0.33,0,0.67,0.6,"Algeria"
"124","wave5",4,1,1,3,1,3,0,1,0,18,0.75,0.75,0,0,0.67,0.6,"Algeria"
"125","wave5",4,1,1,3,2,4,1,1,0.75,25,0.75,0.25,0.67,0,0.67,0.6,"Algeria"
"126","wave5",4,1,1,2,1,4,0,1,0.25,19,0.5,0.5,0.33,0,0.67,0.6,"Algeria"
"127","wave5",4,1,1,3,2,0,1,1,0.75,50,0.5,0.25,0.67,0,0.67,0.6,"Algeria"
"128","wave5",4,1,1,3,0,9,0,1,0.25,28,0.5,0.25,0.67,0,0.33,0.6,"Algeria"
"129","wave5",4,1,1,3,1,4,1,1,0,40,0.5,0.5,0.33,0,0.33,0.6,"Algeria"
"130","wave5",4,1,1,3,0,7,0,1,0,20,0.75,0.5,0.33,0,1,1,"Algeria"
"131","wave5",4,1,1,1,0,5,1,1,0,39,0.75,0.5,0.67,1,0.33,1,"Algeria"
"132","wave5",4,1,1,3,2,3,0,1,0.5,46,0.75,0.5,NA,1,0.67,1,"Algeria"
"133","wave5",4,1,1,3,0,2,0,1,0.25,44,0.75,0.5,0.67,1,0.33,1,"Algeria"
"134","wave5",4,1,1,3,0,3,1,1,0,54,0.75,0.5,0.33,0,0.33,1,"Algeria"
"135","wave5",4,1,1,3,2,5,0,1,0,30,0.5,0.5,0.67,1,0.67,1,"Algeria"
"136","wave5",4,1,1,3,0,1,1,1,0.25,70,NA,0.5,0.67,0,0.33,1,"Algeria"
"137","wave5",4,1,1,3,0,7,0,1,0,20,0.5,0.75,0.67,0,0.67,1,"Algeria"
"138","wave5",4,1,1,3,0,2,1,1,0.25,33,0.75,NA,0.33,0,0.33,1,"Algeria"
"139","wave5",2,0.5,0,1,0,6,0,1,0,27,0.5,1,NA,1,0.33,0.9,"Algeria"
"140","wave5",4,1,1,3,1,0,1,1,0,54,0.75,1,0.67,0,0.33,0.9,"Algeria"
"141","wave5",4,1,1,1,0,1,0,1,1.25,66,0.5,1,0.67,0,0.33,0.9,"Algeria"
"142","wave5",2,0.5,0,3,1,4,1,1,0,21,0.75,1,0.67,0,0.33,0.9,"Algeria"
"143","wave5",2,0.5,0,0,0,7,0,1,1.25,24,0.25,1,0.67,0,0.67,0.9,"Algeria"
"144","wave5",4,1,1,3,0,2,1,1,0,58,0.75,1,0.67,0,0.33,0.9,"Algeria"
"145","wave5",4,1,1,3,0,4,0,1,0,19,0.75,1,0.67,0,0.33,0.9,"Algeria"
"146","wave5",4,1,1,3,0,2,1,1,0,24,0.75,0.75,0.67,0,0.33,0.9,"Algeria"
"147","wave5",2,0.5,0,3,0,1,0,1,0,59,0.75,1,0.67,0,0.33,0.9,"Algeria"
"148","wave5",4,1,1,2,0,2,1,1,1.25,35,0.5,1,0.67,0,0.33,0.9,"Algeria"
"149","wave5",4,1,1,3,1,3,0,1,0,39,0.75,1,0.67,1,0.33,1,"Algeria"
"150","wave5",4,1,1,2,0,2,1,1,0,42,0.75,0.75,0.67,0,0.33,1,"Algeria"
"151","wave5",4,1,1,2,0,3,0,1,0,37,0.75,0.75,0.67,1,0.33,1,"Algeria"
"152","wave5",4,1,1,1,0,3,1,1,1.25,31,0.5,1,0.67,0,0.33,1,"Algeria"
"153","wave5",2,0.5,0,1,0,3,0,1,1.25,37,0.25,1,0.67,1,0.33,1,"Algeria"
"154","wave5",3,0.75,0,1,0,2,1,1,1.25,44,0.5,0.75,0.67,0,0.33,1,"Algeria"
"155","wave5",4,1,1,2,0,3,0,1,0,34,0.5,0.75,0.67,1,0.33,1,"Algeria"
"156","wave5",4,1,1,3,1,4,1,1,0,30,0.75,1,0.67,0,0.33,1,"Algeria"
"157","wave5",2,0.5,0,1,0,6,0,1,0.25,33,0.5,0.75,0.67,1,0.33,1,"Algeria"
"158","wave5",4,1,1,1,0,4,1,1,0.25,34,0.5,0.5,0.67,0,0.33,1,"Algeria"
"159","wave5",4,1,1,2,0,5,0,1,0,41,0.25,0.75,0.33,1,0.33,0.9,"Algeria"
"160","wave5",4,1,1,2,NA,0,1,1,1.25,63,0.25,0.75,0.33,0,0.67,0.9,"Algeria"
"161","wave5",4,1,1,3,2,0,0,1,0.5,66,0.75,0.75,1,0,NA,0.9,"Algeria"
"162","wave5",4,1,1,2,0,8,1,1,0,24,0.5,0.75,0.67,1,0.33,0.9,"Algeria"
"163","wave5",4,1,1,3,2,4,0,1,0.5,19,0.75,0.75,0.67,0,NA,0.9,"Algeria"
"164","wave5",4,1,1,3,2,8,1,1,0,35,0.75,0.75,0.67,1,NA,0.9,"Algeria"
"165","wave5",4,1,1,2,0,2,0,1,0,65,0.5,0.75,0.33,0,0.33,0.9,"Algeria"
"166","wave5",4,1,1,3,0,4,1,1,0.25,24,0.75,0.75,0.67,1,0.33,0.9,"Algeria"
"167","wave5",4,1,1,3,1,1,0,1,0.75,60,0.75,0.75,0.67,0,0.33,0.9,"Algeria"
"168","wave5",4,1,1,3,1,0,1,1,0.25,65,0.5,0.75,0.67,0,0.33,0.9,"Algeria"
"169","wave5",4,1,1,3,2,8,0,0,0.25,34,0.75,0.75,0.33,1,0.67,1,"Algeria"
"170","wave5",4,1,1,3,2,4,1,0,0.5,19,0.75,1,0,0,0,1,"Algeria"
"171","wave5",4,1,1,2,NA,0,0,0,1,49,0.75,0.75,0.33,1,0.33,1,"Algeria"
"172","wave5",4,1,1,3,3,2,1,0,0,54,0.5,1,0.33,0,0,1,"Algeria"
"173","wave5",4,1,1,3,3,3,0,0,0,33,0.75,0.75,0.33,1,0.33,1,"Algeria"
"174","wave5",4,1,1,3,1,4,1,0,0,18,0.75,0.75,0.33,1,0.33,1,"Algeria"
"175","wave5",4,1,1,2,2,2,0,0,0,33,0.5,0.75,0.33,0,0.33,1,"Algeria"
"176","wave5",4,1,1,3,NA,2,1,0,0.25,45,0.75,0.5,0.33,0,0.67,1,"Algeria"
"177","wave5",4,1,1,2,1,3,0,0,0.25,27,0.5,1,0,1,0.33,1,"Algeria"
"178","wave5",4,1,1,2,2,4,1,0,0,18,0.75,0.75,0,0,0.33,1,"Algeria"
"179","wave5",4,1,1,3,3,2,0,0,0.25,42,0.75,1,0.33,1,0,NA,"Algeria"
"180","wave5",4,1,1,3,2,3,1,0,0.25,24,0.75,0.75,0.33,0,0.33,NA,"Algeria"
"181","wave5",3,0.75,0,3,1,3,0,0,1,28,0.25,0.75,0.33,1,0.33,NA,"Algeria"
"182","wave5",4,1,1,3,2,7,1,0,0.5,20,0.5,0.75,0.33,0,0.33,NA,"Algeria"
"183","wave5",4,1,1,2,2,1,0,0,0,53,0.5,1,0.33,1,0.33,NA,"Algeria"
"184","wave5",4,1,1,2,2,3,1,0,0.5,24,0.5,0.75,0.33,0,0.67,NA,"Algeria"
"185","wave5",4,1,1,3,2,0,0,0,0.5,58,0.75,1,0,1,0.33,NA,"Algeria"
"186","wave5",4,1,1,3,NA,0,1,0,0,65,0.75,1,0,0,0,NA,"Algeria"
"187","wave5",4,1,1,2,2,2,0,0,0.5,44,0.75,0.75,0.33,1,0.67,NA,"Algeria"
"188","wave5",4,1,1,3,3,1,1,0,0,49,1,0.75,0,0,0.33,NA,"Algeria"
"189","wave5",4,1,1,3,2,0,0,1,0,75,1,0.75,0.33,0,0.33,1,"Algeria"
"190","wave5",4,1,1,3,2,8,1,1,0,29,0.75,0.75,0.33,1,0.33,1,"Algeria"
"191","wave5",4,1,1,3,3,2,0,1,0.5,47,0.5,1,0.33,1,0.33,1,"Algeria"
"192","wave5",4,1,1,3,1,2,1,1,0,42,0.5,0.75,0.33,0,0.33,1,"Algeria"
"193","wave5",4,1,1,3,1,4,0,1,0,31,0.75,0.75,0.33,1,0.33,1,"Algeria"
"194","wave5",4,1,1,3,3,7,1,1,0.25,23,0.75,1,0.33,0,0.33,1,"Algeria"
"195","wave5",3,0.75,0,2,NA,2,0,1,0.25,22,0.75,0.75,0.33,1,0.67,1,"Algeria"
"196","wave5",4,1,1,3,3,0,1,1,0.25,63,0.75,1,NA,0,0.33,1,"Algeria"
"197","wave5",4,1,1,3,1,0,0,1,0,66,0.75,0.75,0.33,0,0.33,1,"Algeria"
"198","wave5",4,1,1,3,2,0,1,1,0,32,0.75,0.75,0.33,0,0.33,1,"Algeria"
"199","wave5",3,0.75,0,3,1,3,0,1,1.25,23,NA,0.75,0.33,0,0.33,1,"Algeria"
"200","wave5",4,1,1,3,3,3,1,1,0,31,NA,0.75,NA,1,0,1,"Algeria"
"201","wave5",4,1,1,3,3,0,0,1,1,63,1,1,0.33,0,0,1,"Algeria"
"202","wave5",4,1,1,3,3,0,1,1,1.25,65,1,0.75,0,0,0,1,"Algeria"
"203","wave5",3,0.75,0,2,2,4,0,1,0.5,18,NA,1,0.33,0,0.33,1,"Algeria"
"204","wave5",4,1,1,3,NA,2,1,1,1.5,37,0.75,0.75,NA,1,NA,1,"Algeria"
"205","wave5",4,1,1,3,3,0,0,1,1.25,56,0.75,1,0.33,0,0.33,1,"Algeria"
"206","wave5",4,1,1,3,2,4,1,1,1,18,0.75,0.5,0,0,0,1,"Algeria"
"207","wave5",3,0.75,0,2,NA,2,0,1,1.75,29,0.5,0.5,0.33,0,0.33,1,"Algeria"
"208","wave5",4,1,1,3,3,7,1,1,0.25,25,NA,0.75,0,0,0,1,"Algeria"
"209","wave5",4,1,1,3,NA,0,0,1,0,49,0.75,0,0.33,1,1,1,"Algeria"
"210","wave5",4,1,1,3,1,3,1,1,0,34,0.75,NA,0.33,0,1,1,"Algeria"
"211","wave5",NA,NA,NA,3,1,2,0,1,0.25,22,0.75,0,0.67,1,1,1,"Algeria"
"212","wave5",4,1,1,3,1,1,1,1,0,44,0.75,NA,0.67,0,1,1,"Algeria"
"213","wave5",4,1,1,3,1,2,0,1,0,26,1,0.25,0.67,1,1,1,"Algeria"
"214","wave5",4,1,1,3,1,3,1,1,0.5,35,0.5,NA,0.33,0,1,1,"Algeria"
"215","wave5",NA,NA,NA,3,0,2,0,1,0,28,0.75,0,0.67,1,1,1,"Algeria"
"216","wave5",4,1,1,3,1,3,1,1,0,39,1,0.5,0.67,0,1,1,"Algeria"
"217","wave5",3,0.75,0,3,1,2,0,1,0.25,25,0.75,0,0.33,1,0.33,1,"Algeria"
"218","wave5",4,1,1,3,1,2,1,1,0,24,0.75,NA,0.33,0,0,1,"Algeria"
"219","wave5",2,0.5,0,1,NA,8,0,1,0,40,0.5,0.25,0,1,0.33,1,"Algeria"
"220","wave5",1,0.25,0,1,0,3,1,1,0,43,0.25,0.25,0.33,0,0.33,1,"Algeria"
"221","wave5",4,1,1,2,2,2,0,1,0.5,44,0.75,NA,0.33,0,0.33,1,"Algeria"
"222","wave5",4,1,1,3,1,8,1,1,0.25,31,0.75,0.25,0.33,1,0.33,1,"Algeria"
"223","wave5",2,0.5,0,3,NA,7,0,1,0,68,NA,0.75,0,0,0.33,1,"Algeria"
"224","wave5",1,0.25,0,3,2,9,1,1,0.25,27,0.5,0.25,0.67,1,0.67,1,"Algeria"
"225","wave5",4,1,1,NA,NA,3,0,1,0,49,0.5,0.75,0.33,1,0.33,1,"Algeria"
"226","wave5",4,1,1,3,2,0,1,1,0.25,68,0.75,NA,0.67,0,NA,1,"Algeria"
"227","wave5",4,1,1,2,NA,2,0,1,0,28,0.75,NA,0.33,1,0.33,1,"Algeria"
"228","wave5",4,1,1,3,NA,2,1,1,0,18,0.5,0.5,NA,0,NA,1,"Algeria"
"229","wave5",3,0.75,0,3,1,8,0,1,0,43,0.75,0.5,0.33,1,0.67,0.9,"Algeria"
"230","wave5",4,1,1,3,1,2,1,1,0,52,NA,0.25,0,0,1,0.9,"Algeria"
"231","wave5",2,0.5,0,3,0,2,0,1,1,37,0.25,0,0.33,1,0.33,0.9,"Algeria"
"232","wave5",4,1,1,3,2,2,1,1,0,27,0.75,0.25,0.33,0,0.33,0.9,"Algeria"
"233","wave5",4,1,1,3,1,8,0,1,0,28,0.75,0.25,1,0,0.33,0.9,"Algeria"
"234","wave5",4,1,1,3,0,2,1,1,0.25,44,0.5,0,0.33,0,1,0.9,"Algeria"
"235","wave5",4,1,1,3,0,4,0,1,0,41,0.75,0.5,0.33,1,0.67,0.9,"Algeria"
"236","wave5",4,1,1,3,1,7,1,1,0,53,1,0,0.67,0,1,0.9,"Algeria"
"237","wave5",4,1,1,3,1,4,0,1,0.25,37,0.75,0.5,0.33,1,0.33,0.9,"Algeria"
"238","wave5",4,1,1,3,3,2,1,1,0,18,NA,NA,0,0,1,0.9,"Algeria"
"239","wave5",4,1,1,2,2,2,0,0,0,47,0.5,1,0.33,1,0.33,0.5,"Algeria"
"240","wave5",4,1,1,3,1,7,1,0,0,27,0.75,0.75,0.33,0,0.33,0.5,"Algeria"
"241","wave5",4,1,1,3,NA,2,0,0,0,20,0.75,0.75,0.33,0,0.33,0.5,"Algeria"
"242","wave5",4,1,1,3,2,5,1,0,0.75,39,NA,0.75,0.33,1,0,0.5,"Algeria"
"243","wave5",4,1,1,2,1,7,0,0,0,23,0.75,0.75,0.33,0,0.67,0.5,"Algeria"
"244","wave5",4,1,1,3,NA,4,1,0,0,19,0.75,0.5,0.33,0,0.33,0.5,"Algeria"
"245","wave5",4,1,1,3,2,2,0,0,0,58,0.75,0.75,0.33,1,0.33,0.5,"Algeria"
"246","wave5",4,1,1,3,3,9,1,0,0,25,0.75,1,0,0,0,0.5,"Algeria"
"247","wave5",4,1,1,3,3,0,0,0,1.25,68,1,1,0,0,0,0.5,"Algeria"
"248","wave5",4,1,1,3,3,0,1,0,0,58,1,1,0,0,0,0.5,"Algeria"
"249","wave5",3,0.75,0,2,2,4,0,0,0.25,18,0.5,1,0.33,0,0.33,0.5,"Algeria"
"250","wave5",3,0.75,0,3,1,7,1,0,0,21,0.75,1,0.33,0,0.33,0.5,"Algeria"
"251","wave5",4,1,1,2,1,5,0,0,0.25,29,0.75,0.75,0.33,1,0.67,0.5,"Algeria"
