"","wave","tax.compliance","tax.compliance.1","compliance.binary","trust.president","trust.parl","education","female","urban","LPI","age","demo.satisfaction","compulsory.tax","tax.evasion","employed","corrupt.officials","serv.index","COUNTRY"
"54","wave6",4,1,1,3,2,3,1,1,0,45,0.75,0.75,NA,1,0.33,1,"Algeria"
"55","wave6",4,1,1,3,NA,5,0,1,0,48,1,1,NA,1,0.67,1,"Algeria"
"56","wave6",3,0.75,0,1,1,2,1,1,2,46,NA,0.5,NA,0,0.33,1,"Algeria"
"57","wave6",4,1,1,0,0,5,0,0,0,19,0.5,0.5,NA,0,1,0.8,"Algeria"
"58","wave6",4,1,1,2,1,2,1,0,1.25,40,1,0.75,NA,0,0.33,0.8,"Algeria"
"59","wave6",4,1,1,2,1,5,0,0,3.75,54,0.5,0.25,NA,1,1,0.8,"Algeria"
"60","wave6",3,0.75,0,0,0,3,1,0,1.25,28,0.25,0.5,NA,0,0.67,0.8,"Algeria"
"61","wave6",2,0.5,0,1,1,3,0,0,1.5,19,0.75,0.5,NA,1,0.33,0.8,"Algeria"
"62","wave6",4,1,1,1,NA,4,1,0,0.75,27,0.25,0.5,NA,0,0.33,0.8,"Algeria"
"63","wave6",4,1,1,0,2,2,0,0,2.5,22,0.5,0.75,NA,1,0.67,0.8,"Algeria"
"64","wave6",4,1,1,0,2,1,1,0,3,23,0.75,NA,NA,0,0.67,0.8,"Algeria"
"65","wave6",3,0.75,0,2,2,4,0,0,1.25,42,0.5,0.75,NA,1,0.33,0.8,"Algeria"
"66","wave6",4,1,1,0,0,4,1,0,1.25,18,0.25,0.75,NA,0,0.33,0.8,"Algeria"
"67","wave6",3,0.75,0,3,1,2,0,0,1.5,45,0.5,0.5,NA,1,0.33,0.8,"Algeria"
"68","wave6",0,0,0,3,1,3,1,0,3.75,34,1,1,NA,0,0.33,0.8,"Algeria"
"69","wave6",3,0.75,0,3,1,0,0,0,5,63,0.75,0.75,NA,0,0.33,0.8,"Algeria"
"70","wave6",3,0.75,0,1,0,2,1,0,1.25,30,0.75,0.75,NA,1,0.33,0.8,"Algeria"
"71","wave6",4,1,1,0,0,6,0,0,1.75,24,0.25,0.25,NA,1,1,0.8,"Algeria"
"72","wave6",4,1,1,1,1,3,1,0,1.25,32,0.25,0.75,NA,0,0.33,0.8,"Algeria"
"73","wave6",3,0.75,0,1,0,2,0,1,2.5,41,0.5,0.75,NA,1,0.33,NA,"Algeria"
"74","wave6",4,1,1,3,2,1,1,1,3.75,25,0.5,1,NA,0,1,NA,"Algeria"
"75","wave6",3,0.75,0,1,1,5,0,1,0,33,0.25,0.75,NA,1,0.33,NA,"Algeria"
"76","wave6",4,1,1,1,1,0,1,1,1.25,57,0.5,0.75,NA,0,0.33,NA,"Algeria"
"77","wave6",4,1,1,0,0,2,0,1,2.5,35,0.25,0.25,NA,1,1,NA,"Algeria"
"78","wave6",4,1,1,NA,1,0,1,1,1.25,61,0.75,0.5,NA,0,0.33,NA,"Algeria"
"79","wave6",4,1,1,2,1,1,0,1,1.25,36,0.5,0.75,NA,1,0.33,NA,"Algeria"
"80","wave6",4,1,1,1,0,1,1,1,1.25,44,0.5,0.75,NA,0,0.33,NA,"Algeria"
"81","wave6",4,1,1,3,1,4,0,1,2.5,23,0.5,1,NA,0,0.33,1,"Algeria"
"82","wave6",3,0.75,0,1,0,1,1,1,3.25,52,0.75,NA,NA,0,0.33,1,"Algeria"
"83","wave6",3,0.75,0,1,1,0,0,1,5,59,0.75,0.25,NA,1,0.33,1,"Algeria"
"84","wave6",4,1,1,0,1,4,1,1,1.5,40,0.75,0.5,NA,1,0.33,1,"Algeria"
"85","wave6",4,1,1,1,1,2,0,1,0.25,28,0,0.75,NA,0,0.33,1,"Algeria"
"86","wave6",4,1,1,3,1,2,1,1,1.5,55,1,0.75,NA,0,0.33,1,"Algeria"
"87","wave6",3,0.75,0,0,0,3,0,1,2.75,20,0.5,0.5,NA,1,0.67,1,"Algeria"
"88","wave6",4,1,1,2,1,5,1,1,0,31,0.75,0.75,NA,1,0.33,1,"Algeria"
"89","wave6",4,1,1,0,0,4,0,0,2.25,34,0.25,0.5,NA,1,0.67,0.5,"Algeria"
"90","wave6",4,1,1,3,NA,2,1,0,NA,21,NA,NA,NA,0,NA,0.5,"Algeria"
"91","wave6",3,0.75,0,1,0,1,0,0,0,67,0.5,0.5,NA,0,1,0.5,"Algeria"
"92","wave6",4,1,1,1,0,0,1,0,1,56,0.5,0.5,NA,0,1,0.5,"Algeria"
"93","wave6",3,0.75,0,1,1,8,0,0,NA,48,0.5,0.5,NA,1,0.33,0.5,"Algeria"
"94","wave6",NA,NA,NA,3,NA,4,1,0,0.5,52,0.75,NA,NA,0,NA,0.5,"Algeria"
"95","wave6",NA,NA,NA,NA,NA,2,0,0,0,26,NA,NA,NA,1,NA,0.5,"Algeria"
"96","wave6",4,1,1,NA,NA,0,1,0,0,81,NA,NA,NA,0,NA,0.5,"Algeria"
"97","wave6",3,0.75,0,3,0,2,0,0,0,24,0.25,0.75,NA,1,0.67,NA,"Algeria"
"98","wave6",4,1,1,1,0,1,1,0,0,40,0.75,0.75,NA,0,0.33,NA,"Algeria"
"99","wave6",4,1,1,2,NA,3,0,0,0,63,1,NA,NA,0,0.67,NA,"Algeria"
"100","wave6",3,0.75,0,1,2,NA,1,0,0,35,0.75,0.5,NA,0,0.33,NA,"Algeria"
"101","wave6",4,1,1,3,0,2,0,0,0,54,NA,1,NA,1,0.33,NA,"Algeria"
"102","wave6",4,1,1,NA,NA,2,1,0,0,49,NA,0,NA,0,NA,NA,"Algeria"
"103","wave6",3,0.75,0,1,0,7,0,0,1,25,0.5,0.5,NA,0,0.67,NA,"Algeria"
"104","wave6",4,1,1,3,1,7,1,0,NA,38,0.5,1,NA,0,NA,NA,"Algeria"
"105","wave6",4,1,1,2,0,8,0,1,0.25,27,0,0.5,NA,1,0.67,0.9,"Algeria"
"106","wave6",4,1,1,1,NA,2,1,1,0.5,42,0.75,0.75,NA,0,1,0.9,"Algeria"
"107","wave6",4,1,1,1,NA,3,0,1,0.25,56,0,0.75,NA,1,0.67,0.9,"Algeria"
"108","wave6",NA,NA,NA,2,NA,0,1,1,1.25,66,NA,0.75,NA,0,NA,0.9,"Algeria"
"109","wave6",3,0.75,0,1,2,2,0,1,0,72,0.75,0.5,NA,0,0.67,0.9,"Algeria"
"110","wave6",2,0.5,0,2,2,7,1,1,0,45,0.5,0.5,NA,0,0.33,0.9,"Algeria"
"111","wave6",4,1,1,0,0,5,0,1,0,27,0.25,0.25,NA,1,1,0.9,"Algeria"
"112","wave6",4,1,1,1,1,6,1,1,0,32,0.75,0.75,NA,1,0.33,0.9,"Algeria"
"113","wave6",4,1,1,NA,NA,8,0,1,0,48,0,1,NA,1,NA,1,"Algeria"
"114","wave6",4,1,1,1,1,4,1,1,0,32,0.5,1,NA,0,0.33,1,"Algeria"
"115","wave6",4,1,1,0,0,9,0,1,0.75,43,0.25,1,NA,1,0.67,1,"Algeria"
"116","wave6",4,1,1,1,0,5,1,1,0.5,26,0.25,0.75,NA,0,0.67,1,"Algeria"
"117","wave6",4,1,1,0,0,4,0,1,0,19,0.5,0.75,NA,0,1,1,"Algeria"
"118","wave6",4,1,1,0,0,1,1,1,0.5,59,0.25,NA,NA,0,1,1,"Algeria"
"119","wave6",4,1,1,2,0,5,0,1,0.25,28,0.5,0.5,NA,1,NA,1,"Algeria"
"120","wave6",4,1,1,3,NA,2,1,1,0,40,0.25,NA,NA,0,NA,1,"Algeria"
"121","wave6",4,1,1,2,3,3,0,1,NA,49,0.75,NA,NA,1,NA,1,"Algeria"
"122","wave6",NA,NA,NA,1,0,0,1,1,0.5,80,0.25,0.5,NA,0,0.67,1,"Algeria"
"123","wave6",3,0.75,0,1,0,8,0,1,0,38,0,1,NA,1,0.33,1,"Algeria"
"124","wave6",4,1,1,1,0,8,1,1,0,28,0.25,1,NA,1,0.33,1,"Algeria"
"125","wave6",4,1,1,2,NA,4,0,1,NA,18,0.75,0.75,NA,0,0.67,1,"Algeria"
"126","wave6",4,1,1,2,NA,1,1,1,0.5,33,NA,NA,NA,0,1,1,"Algeria"
"127","wave6",3,0.75,0,0,0,6,0,1,0.5,34,0.25,0.75,NA,1,1,1,"Algeria"
"128","wave6",4,1,1,3,NA,4,1,1,0,50,0.25,NA,NA,0,NA,1,"Algeria"
"129","wave6",4,1,1,2,2,5,0,1,0,19,NA,0.75,NA,1,0.33,1,"Algeria"
"130","wave6",4,1,1,1,NA,0,1,1,0,69,NA,1,NA,0,0.67,1,"Algeria"
"131","wave6",4,1,1,1,0,3,0,1,0,38,0.75,0.75,NA,1,1,1,"Algeria"
"132","wave6",4,1,1,3,0,0,1,1,0,57,0.75,0.75,NA,0,NA,1,"Algeria"
"133","wave6",4,1,1,0,0,2,0,1,0,75,0,1,NA,0,0.33,1,"Algeria"
"134","wave6",4,1,1,0,NA,4,1,1,0,32,NA,1,NA,0,0.33,1,"Algeria"
"135","wave6",0,0,0,0,0,5,0,1,0,24,0.25,0.25,NA,1,0.67,1,"Algeria"
"136","wave6",4,1,1,1,NA,1,1,1,0.25,77,0.75,NA,NA,0,0.33,1,"Algeria"
"137","wave6",4,1,1,1,2,7,0,1,0,19,0.5,1,NA,0,0,0.9,"Algeria"
"138","wave6",4,1,1,1,1,0,1,1,0,35,1,0.25,NA,1,0.33,0.9,"Algeria"
"139","wave6",4,1,1,3,1,3,0,1,0,71,0.75,0.75,NA,0,0.33,0.9,"Algeria"
"140","wave6",3,0.75,0,2,3,7,1,1,0.25,22,0.25,1,NA,0,0.67,0.9,"Algeria"
"141","wave6",3,0.75,0,0,0,2,0,1,2.5,70,NA,0.5,NA,0,1,0.9,"Algeria"
"142","wave6",4,1,1,3,1,9,1,1,0,46,1,0.75,NA,1,0.33,0.9,"Algeria"
"143","wave6",4,1,1,1,0,3,0,1,0,26,0.5,0.5,NA,0,0.67,0.9,"Algeria"
"144","wave6",4,1,1,2,NA,7,1,1,NA,21,NA,0.75,NA,0,0.33,0.9,"Algeria"
"145","wave6",3,0.75,0,2,2,7,0,1,0,21,0.75,1,NA,0,0.33,1,"Algeria"
"146","wave6",NA,NA,NA,3,3,2,1,1,0,57,0.75,0.5,NA,0,0,1,"Algeria"
"147","wave6",1,0.25,0,1,2,3,0,1,0,43,0.75,1,NA,1,0.33,1,"Algeria"
"148","wave6",NA,NA,NA,3,2,0,1,1,0,66,NA,1,NA,0,0,1,"Algeria"
"149","wave6",4,1,1,2,2,2,0,1,0,51,0.75,0.5,NA,1,0.33,1,"Algeria"
"150","wave6",NA,NA,NA,3,3,3,1,1,0,44,1,1,NA,1,NA,1,"Algeria"
"151","wave6",NA,NA,NA,1,0,1,0,1,0,62,0.25,0.5,NA,NA,0.67,1,"Algeria"
"152","wave6",4,1,1,2,2,7,1,1,0,22,0.75,1,NA,0,0.33,1,"Algeria"
"153","wave6",4,1,1,0,0,4,0,0,0,42,0,1,NA,1,0.33,0.4,"Algeria"
"154","wave6",4,1,1,1,0,5,1,0,0,38,NA,1,NA,0,0.33,0.4,"Algeria"
"155","wave6",4,1,1,1,0,0,0,0,0,80,0.75,0.25,NA,0,0.67,0.4,"Algeria"
"156","wave6",4,1,1,2,0,4,1,0,0,19,0.5,0.75,NA,0,0.67,0.4,"Algeria"
"157","wave6",4,1,1,0,0,8,0,0,0.5,40,0.5,0.25,NA,1,0.67,0.4,"Algeria"
"158","wave6",4,1,1,2,0,4,1,0,0,40,0.75,0,NA,0,0.33,0.4,"Algeria"
"159","wave6",3,0.75,0,1,0,6,0,0,0.5,37,1,1,NA,1,1,0.4,"Algeria"
"160","wave6",4,1,1,3,0,1,1,0,0.5,61,NA,0.5,NA,0,1,0.4,"Algeria"
"161","wave6",3,0.75,0,2,0,4,0,0,0.5,33,0.5,0.25,NA,1,1,0.9,"Algeria"
"162","wave6",4,1,1,1,0,5,1,0,0,29,0.75,0.25,NA,0,0.67,0.9,"Algeria"
"163","wave6",4,1,1,1,0,7,0,0,0.25,48,0.75,0.75,NA,1,0.33,0.9,"Algeria"
"164","wave6",NA,NA,NA,3,1,3,1,0,0.5,35,1,NA,NA,0,0.33,0.9,"Algeria"
"165","wave6",3,0.75,0,1,0,6,0,0,0.5,55,0.5,0.5,NA,1,0.67,0.9,"Algeria"
"166","wave6",4,1,1,1,0,2,1,0,0.5,45,0.5,0.75,NA,0,1,0.9,"Algeria"
"167","wave6",3,0.75,0,3,3,6,0,0,0.75,32,0.75,0.5,NA,1,0.33,0.9,"Algeria"
"168","wave6",3,0.75,0,3,3,1,1,0,0,68,0,0.5,NA,1,0.33,0.9,"Algeria"
"169","wave6",4,1,1,3,1,4,0,1,0.25,38,1,1,NA,1,0.33,1,"Algeria"
"170","wave6",NA,NA,NA,2,1,7,1,1,0.25,29,0.5,0.25,NA,0,0.33,1,"Algeria"
"171","wave6",4,1,1,1,0,1,0,1,0,50,0.5,0.75,NA,1,1,1,"Algeria"
"172","wave6",4,1,1,1,0,6,1,1,0.5,30,0.5,0.5,NA,0,1,1,"Algeria"
"173","wave6",4,1,1,1,0,8,0,1,0,47,0,1,NA,1,0.33,1,"Algeria"
"174","wave6",4,1,1,0,0,7,1,1,0.5,22,0,1,NA,0,0.67,1,"Algeria"
"175","wave6",3,0.75,0,0,0,5,0,1,0,30,0.25,0.5,NA,1,1,1,"Algeria"
"176","wave6",4,1,1,1,0,4,1,1,0,22,0.5,0.75,NA,0,0.33,1,"Algeria"
"177","wave6",3,0.75,0,0,0,3,0,1,2,26,0,0.25,NA,1,0.33,0.4,"Algeria"
"178","wave6",4,1,1,1,NA,2,1,1,1.5,55,0.5,0.5,NA,0,NA,0.4,"Algeria"
"179","wave6",4,1,1,1,0,4,0,1,0,52,0,1,NA,1,0.33,0.4,"Algeria"
"180","wave6",4,1,1,NA,NA,3,1,1,0,46,NA,1,NA,0,0.33,0.4,"Algeria"
"181","wave6",4,1,1,1,0,6,0,1,0,30,0.5,0.75,NA,1,0.67,0.4,"Algeria"
"182","wave6",4,1,1,1,0,4,1,1,0,35,0.5,0.25,NA,0,1,0.4,"Algeria"
"183","wave6",4,1,1,1,0,5,0,1,0,40,1,0,NA,0,0.33,0.4,"Algeria"
"184","wave6",NA,NA,NA,3,2,2,1,1,0,48,0.75,0.5,NA,0,0.33,0.4,"Algeria"
"185","wave6",NA,NA,NA,0,0,4,0,0,1.25,20,0.75,0.5,NA,0,1,0.9,"Algeria"
"186","wave6",3,0.75,0,3,0,6,1,0,0,36,0.5,0.75,NA,1,0.67,0.9,"Algeria"
"187","wave6",4,1,1,3,3,0,0,0,0.25,60,0.25,0.75,NA,1,0,0.9,"Algeria"
"188","wave6",4,1,1,3,2,2,1,0,0,39,0.75,0.75,NA,0,0.33,0.9,"Algeria"
"189","wave6",4,1,1,1,1,2,0,0,0,67,NA,0.75,NA,0,0.67,0.9,"Algeria"
"190","wave6",4,1,1,2,1,6,1,0,NA,19,0.75,0.75,NA,0,NA,0.9,"Algeria"
"191","wave6",3,0.75,0,3,0,NA,0,0,0,71,NA,1,NA,0,0.33,0.9,"Algeria"
"192","wave6",4,1,1,3,1,8,1,0,0.25,30,1,0.5,NA,1,1,0.9,"Algeria"
"193","wave6",4,1,1,0,0,2,0,0,0,37,0,0.75,NA,1,0.67,0.8,"Algeria"
"194","wave6",4,1,1,2,1,8,1,0,0,39,0.75,NA,NA,0,1,0.8,"Algeria"
"195","wave6",4,1,1,3,3,0,0,0,0.25,68,1,1,NA,0,0,0.8,"Algeria"
"196","wave6",4,1,1,1,1,3,1,0,0,40,0.75,0.5,NA,0,0.33,0.8,"Algeria"
"197","wave6",4,1,1,1,1,5,0,0,0,61,0.25,0.25,NA,0,0.33,0.8,"Algeria"
"198","wave6",3,0.75,0,0,0,0,1,0,0,58,0.5,0.5,NA,0,0.33,0.8,"Algeria"
"199","wave6",1,0.25,0,2,1,9,0,0,0,24,0.25,0.75,NA,1,NA,0.8,"Algeria"
"200","wave6",4,1,1,3,3,3,1,0,1.25,42,0.75,1,NA,0,0.33,0.8,"Algeria"
"201","wave6",4,1,1,0,0,1,0,1,2.5,37,0,0.5,NA,0,0.67,0.9,"Algeria"
"202","wave6",4,1,1,3,NA,4,1,1,0.5,26,0.75,0.75,NA,0,1,0.9,"Algeria"
"203","wave6",4,1,1,1,0,3,0,1,0,67,0.5,0.5,NA,0,0.33,0.9,"Algeria"
"204","wave6",4,1,1,0,0,9,1,1,0.75,40,0.25,0.25,NA,1,1,0.9,"Algeria"
"205","wave6",3,0.75,0,3,0,7,0,1,0,22,0.75,0.5,NA,0,0.33,0.9,"Algeria"
"206","wave6",3,0.75,0,1,1,8,1,1,0,48,1,0.5,NA,1,0.33,0.9,"Algeria"
"207","wave6",3,0.75,0,2,3,9,0,1,0,34,0.75,NA,NA,1,0.33,0.9,"Algeria"
"208","wave6",4,1,1,1,0,7,1,1,NA,25,0.5,1,NA,0,0.67,0.9,"Algeria"
"209","wave6",4,1,1,3,3,7,0,1,0,19,0.75,NA,NA,0,0,0.9,"Algeria"
"210","wave6",3,0.75,0,1,0,8,1,1,0,27,0.75,0.75,NA,1,0.67,0.9,"Algeria"
"211","wave6",3,0.75,0,3,0,4,0,1,1,18,0.5,0,NA,0,0.33,0.9,"Algeria"
"212","wave6",1,0.25,0,1,1,7,1,1,0,30,NA,0.5,NA,1,NA,0.9,"Algeria"
"213","wave6",NA,NA,NA,1,0,4,0,1,0.25,23,0.5,0.75,NA,1,0.67,0.9,"Algeria"
"214","wave6",4,1,1,0,0,5,1,1,0.25,61,0.25,0.75,NA,0,0.67,0.9,"Algeria"
"215","wave6",4,1,1,2,3,7,0,1,NA,23,0.5,0.75,NA,0,0.67,0.9,"Algeria"
"216","wave6",4,1,1,2,NA,0,1,1,0,65,NA,0.75,NA,0,NA,0.9,"Algeria"
"217","wave6",4,1,1,3,2,9,0,1,0,33,0.75,0.75,NA,1,1,1,"Algeria"
"218","wave6",4,1,1,2,2,3,1,1,0,48,0.75,0.75,NA,0,NA,1,"Algeria"
"219","wave6",4,1,1,1,0,8,0,1,0,64,0.75,0.5,NA,0,NA,1,"Algeria"
"220","wave6",3,0.75,0,1,2,2,1,1,0.5,46,0,0.5,NA,0,1,1,"Algeria"
"221","wave6",3,0.75,0,2,1,7,0,1,0,23,0.5,0.5,NA,0,NA,1,"Algeria"
"222","wave6",4,1,1,2,0,4,1,1,NA,43,0.5,0.75,NA,0,0.67,1,"Algeria"
"223","wave6",4,1,1,1,1,5,0,1,0,32,1,0.75,NA,1,0.33,1,"Algeria"
"224","wave6",3,0.75,0,2,3,5,1,1,1,20,1,0.75,NA,1,1,1,"Algeria"
"225","wave6",4,1,1,0,0,4,0,1,1.75,35,0.25,0.75,NA,0,0.67,0.9,"Algeria"
"226","wave6",3,0.75,0,NA,0,7,1,1,0.25,22,0.25,1,NA,0,0.33,0.9,"Algeria"
"227","wave6",3,0.75,0,2,2,2,0,1,0,39,0.75,0.75,NA,1,0.33,0.9,"Algeria"
"228","wave6",4,1,1,1,3,4,1,1,NA,42,0.5,0.75,NA,0,0.67,0.9,"Algeria"
"229","wave6",3,0.75,0,3,1,9,0,1,0,40,1,0.75,NA,1,0.67,0.9,"Algeria"
"230","wave6",4,1,1,3,3,0,1,1,0,70,0.5,0.75,NA,0,0,0.9,"Algeria"
"231","wave6",4,1,1,3,1,2,0,1,0,46,1,0.5,NA,1,NA,0.9,"Algeria"
"232","wave6",3,0.75,0,1,0,5,1,1,0.5,43,0.75,0.75,NA,0,0.67,0.9,"Algeria"
"233","wave6",3,0.75,0,2,2,9,0,0,0,29,0.5,0.5,NA,1,0.67,0.6,"Algeria"
"234","wave6",2,0.5,0,1,1,7,1,0,0,23,0.5,0.5,NA,0,0.67,0.6,"Algeria"
"235","wave6",NA,NA,NA,3,NA,1,0,0,0,69,NA,0.5,NA,0,NA,0.6,"Algeria"
"236","wave6",NA,NA,NA,0,0,5,1,0,0,42,NA,0.75,NA,0,0.33,0.6,"Algeria"
"237","wave6",4,1,1,1,0,3,0,0,0.5,23,0.5,0.5,NA,0,0.33,0.6,"Algeria"
"238","wave6",3,0.75,0,1,0,2,1,0,0.25,79,0.25,0.5,NA,0,0.67,0.6,"Algeria"
"239","wave6",4,1,1,0,0,5,0,0,0,30,1,0.5,NA,1,0.67,0.6,"Algeria"
"240","wave6",4,1,1,3,2,3,1,0,0,55,0.75,0.75,NA,0,0.33,0.6,"Algeria"
"241","wave6",3,0.75,0,0,0,8,0,0,0,25,0.25,0,NA,1,1,1,"Algeria"
"242","wave6",4,1,1,1,0,7,1,0,0,21,0.75,0.75,NA,0,0.67,1,"Algeria"
"243","wave6",3,0.75,0,0,0,4,0,0,0.75,33,0,0.5,NA,1,0.67,1,"Algeria"
"244","wave6",4,1,1,1,NA,4,1,0,0,18,0,NA,NA,0,0.67,1,"Algeria"
"245","wave6",NA,NA,NA,0,0,4,0,0,NA,25,0.5,NA,NA,0,0.67,1,"Algeria"
"246","wave6",4,1,1,0,0,0,1,0,0.75,86,0.75,0.25,NA,0,0.67,1,"Algeria"
"247","wave6",4,1,1,1,3,5,0,0,0,50,0.75,1,NA,1,0.33,1,"Algeria"
"248","wave6",3,0.75,0,2,2,7,1,0,0,23,0.5,0.5,NA,0,0.33,1,"Algeria"
"249","wave6",4,1,1,1,1,6,0,1,1,30,0.75,0.75,NA,1,0.33,1,"Algeria"
"250","wave6",NA,NA,NA,NA,NA,3,1,1,0.75,36,NA,0.75,NA,0,NA,1,"Algeria"
"251","wave6",4,1,1,1,0,7,0,1,0.25,45,1,0.75,NA,1,0.33,1,"Algeria"
"252","wave6",4,1,1,3,1,4,1,1,0.5,24,0.25,0,NA,0,0.33,1,"Algeria"
"253","wave6",NA,NA,NA,2,0,3,0,1,0,38,0.75,0.75,NA,1,1,1,"Algeria"
